id,title,price_value,price_formatted,rooms,bathrooms,surface,floor,heating,features,address,macrozone,microzone,latitude,longitude,agency_name,phone_number,photo_count,url,description
126619903,"Stanza singola viale Monte Ceneri 29, Milano",500,€ 500/mese,2,1,19 m²,5°,Assente,"balcone, cucina, bagno in comune, parquet, armadi",Viale Monte Ceneri,"Uptown, Cascina Merlata, Viale Certosa",Ghisolfa - Mac Mahon,45.4926,9.1559,immobili Miranda,02 8127 8095,22,https://www.immobiliare.it/annunci/126619903/,"LIBERA DA SUBITO - AFFITTASI STANZA DOPPIA AD USO SINGOLO   viale monte ceneri 29 ideale per studenti e giovani professionisti che cercano un ambiente condiviso, funzionale, ben servito dai mezzi pubblici con supermercato a 250 metri, a 15 minuti a piedi dal Campus Bovisa Politecnico di Milano.  Prezzo: € 630, € 500 + € 130, il prezzo include spese condominiali, riscaldamento centralizzato, esclusa tari e utenze. Contratto a canone concordato 3 anni + 2 (registrazione aspi ) Caparra € 1500.   L'appartamento di 60 mq buono stato generale, quinto piano con ascensore, completamente arredato con i"
126615641,"Stanza singola via Ugo La Malfa 13, Milano",490,€ 490/mese,5+,2,134 m²,3°,Assente,"balcone, terrazzo, cucina, lavatrice, bagno in comune, attacco telefonico, armadi",Via Ugo La Malfa,"Cimiano, Crescenzago, Adriano",Quartiere Adriano,45.518,9.2452,Welcome Home,02 8974 7773,30,https://www.immobiliare.it/annunci/126615641/,"PROMO SENZA SPESE DI AGENZIA. NUOVA BELLISSIMA STANZA ALL INCLUSIVE ( SPESE INCLUSE) IN CO-LIVING ARREDATA IN ZONA ADRIANO PRECOTTO IN APPARTAMENTO APPENA RISTRUTTURATO COMPLETAMENTE ARREDATO. CALL US WE SPEAK: ENGLISH - SPANISH - PORTUGUÊS.  Cerchi una stanza moderna e completamente arredata in un ambiente giovane e dinamico? Questa è l'opportunità che fa per te! Situata in un appartamento appena ristrutturato nella tranquilla zona residenziale di Adriano Precotto, questa stanza offre tutto il comfort necessario per studenti, lavoratori e professionisti.   La stanza, ad uso singolo, è dotata "
127211377,"Stanza singola via Lucca 52, Milano",440,€ 440/mese,5,1,110 m²,3°,Assente,"balcone, cucina, lavatrice, bagno in comune, attacco telefonico, armadi",Via Lucca,"Bisceglie, Baggio, Olmi",Bisceglie,45.4548,9.1061,Welcome Home,02 8974 7773,14,https://www.immobiliare.it/annunci/127211377/,"**Stanza in Affitto a Bisceglie/Inganni/Forza Armate - Disponibile dal 5 Aprile! ** PROMO SENZA SPESE DI AGENZIA! CALL US WE SPEAK: ENGLISH - SPANISH -PORTUGUÊS  Cerchi una stanza luminosa e accogliente in un appartamento appena ristrutturato? Questa nuova stanza arredata con letto singolo è perfetta per studenti e giovani lavoratori! Situata al 3° piano di un condominio signorile, la stanza è dotata di un ampio armadio, scrivania e comodini, offrendo tutto il necessario per sentirsi a casa.  La posizione è ideale: a pochi passi dalla metropolitana rossa di Bisceglie e ben servita da mezzi pub"
126058339,"Stanza singola via Abelardo Pecorini 4, Milano",490,€ 490/mese,5,2,120 m²,Piano rialzato,Assente,"balcone, cucina, lavatrice, bagno in comune, attacco telefonico, armadi",Via Abelardo Pecorini,Forlanini,Quartiere Forlanini,45.4603,9.2469,Welcome Home,02 8974 7773,12,https://www.immobiliare.it/annunci/126058339/,"NUOVA STANZA ARREDATA IN CO LIVING MM REPETTI/MECENATE CALL US WE SPEAK: ENGLISH -PORTUGUÊS- SPANISH PROMO SENZA SPESE DI AGENZIA!  Scopri la tua nuova casa in questa ampia stanza in affitto, situata in un elegante condominio a Milano, appena ristrutturato e arredato. La stanza, luminosa e moderna, è dotata di un letto a una piazza e mezza, scrivania, armadio, perfetta per studenti e giovani professionisti in cerca di un ambiente stimolante. La cucina abitabile, completa di tutti gli elettrodomestici, offre accesso a un balcone dove poter godere di momenti di relax.  La posizione è strategica:"
127018185,"Stanza singola via dei Valtorta 4, Milano",550,€ 550/mese,5+,2,145 m²,5°,Assente,"cucina, lavatrice, bagno in comune, attacco telefonico, armadi",Via dei Valtorta,"Precotto, Turro",Turro,45.499,9.2212,Welcome Home,02 8974 7773,20,https://www.immobiliare.it/annunci/127018185/,"PROMO SENZA SPESE DI AGENZIA! CALL US WE SPEAK: ENGLISH - SPANISH -PORTUGUÊS   Scopri questa fantastica stanza singola completamente nuova, arredata con gusto in uno stile moderno e giovane. Situata al 5° piano di un appartamento recentemente ristrutturato e progettato da un architetto, offre un ambiente accogliente e luminoso. La cucina abitabile è perfetta per socializzare, mentre il bagno in condivisione è dotato di tutti i comfort necessari.   La stanza è fornita di armadio, scrivania e comodino, oltre a un comodo letto singolo. Con riscaldamento centralizzato e un prezzo all inclusive di "
127368393,"Stanza singola via Tommaso Gulli 3, Milano",490,€ 490/mese,5+,3,192 m²,7°,Assente,"balcone, cucina, lavatrice, bagno in comune, armadi",Via Tommaso Gulli,"Bande Nere, Inganni",Piazzale Siena,45.465,9.1354,Welcome Home,02 8974 7773,43,https://www.immobiliare.it/annunci/127368393/,"PROMO SENZA SPESE DI AGENZIA, CONTATTACI PER SAPERNE DI PIU'!  STANZA ARREDATA CON LETTO A SINGOLO, IN CO LIVING IN ZONA DE ANGELI/GAMBARA SPESE ALL INCLUSIVE ( €590 mensili tutto incluso). CALL US WE SPEAK: ENGLISH - SPANISH -PORTUGUÊS.  In ampio appartamento al 7° piano con ascensore, in co-living appena ristrutturato, situato nel cuore del tranquillo quartiere De Angeli, precisamente in via Gulli, 3.   Questa stanza completamente arredata ad uso singolo offre un letto singolo, un ampio armadio e una scrivania e balcone privato.   L'appartamento è completamente arredato e dotato di tutti i c"
126175263,"Stanza singola via Pasquale Fornari 18, Milano",550,€ 550/mese,4,1,86 m²,3°,Assente,"cucina, lavatrice, bagno in comune, attacco telefonico, armadi",Via Pasquale Fornari,"Bande Nere, Inganni",Gambara,45.4632,9.1436,Welcome Home,02 8974 7773,19,https://www.immobiliare.it/annunci/126175263/,"**Stanza in Affitto - Milano** Promo senza spese di agenzia! CALL US WE SPEAK: ENGLISH - SPANISH - POURTOGUESE  Scopri questa fantastica stanza arredata con letto a una piazza e mezza, perfetta per chi cerca un ambiente accogliente e stimolante. Situata in un elegante condominio, l'appartamento condiviso offre un soggiorno luminoso con cucina a vista completamente attrezzata, ideale per socializzare e preparare deliziosi pasti. Con tre stanze luminose e un bagno ben curato, c'è spazio sufficiente per vivere comodamente.  La posizione strategica vicino alla metropolitana Gambara (linea rossa) r"
127213847,"Stanza singola viale Certosa 20, Milano",570,€ 570/mese,5,1,100 m²,7°,Assente,"balcone, cucina, lavatrice, bagno in comune, attacco telefonico, armadi",Viale Certosa,"Uptown, Cascina Merlata, Viale Certosa",Ghisolfa - Mac Mahon,45.4898,9.1527,Welcome Home,02 8974 7773,20,https://www.immobiliare.it/annunci/127213847/,"CALL US WE SPEAK: ENGLISH - SPANISH - POURTOGUESE. PROMO SENZA SPESE DI AGENZIA!  Scopri questa nuova stanza in co-living, perfetta per chi cerca comfort e stile. Situata al settimo piano di un appartamento ristrutturato e completamente arredato, questa stanza luminosa è dotata di un letto matrimoniale, armadio, comodini e una scrivania, ideale per studiare o lavorare. L’appartamento, arredato in modo moderno e giovane, offre un ambiente accogliente e dinamico.  La posizione strategica nella zona di Portello/Sempione garantisce un facile accesso a tutte le aree di Milano. Con tram 12 e passant"
125127515,"Stanza singola via Caianello 23, Milano",490,€ 490/mese,5,2,90 m²,1°,Assente,"cucina, lavatrice, bagno in comune, attacco telefonico, armadi",Via Caianello,"Affori, Bovisa",Dergano,45.5001,9.1722,Welcome Home,02 8974 7773,17,https://www.immobiliare.it/annunci/125127515/,"PROMO SENZA SOESE DI AGENZIA!  CALL US WE SPEAK: ENGLISH - SPANISH -PORTUGUÊS  Scopri questa moderna stanza in affitto all'interno di un appartamento in co-living, situato nel prestigioso quartiere Sempione / Pagano.  La stanza, arredata con gusto e luminosità, è dotata di un letto a una piazza e mezza, un ampio armadio, scrivania e comodini, perfetta per studenti e giovani professionisti. L'appartamento si trova al primo piano di un condominio signorile, con ascensore e riscaldamento centralizzato, garantendo comfort e praticità.  L'ampia cucina è completamente attrezzata con frigorifero e fo"
126845023,"Stanza singola via della Capinera 5, Milano",580,€ 580/mese,4,1,130 m²,3°,Assente,"giardino, balcone, terrazzo, cucina, connessione ad internet, lavatrice, lavastoviglie, microonde, portineria, bagno in comune, parquet, tv, armadi",Via della Capinera,"Bande Nere, Inganni",Inganni,45.4563,9.1194,Studio Altea Immobiliare,02 3540 7938,15,https://www.immobiliare.it/annunci/126845023/,"LIBERA SUBITO A due passi dalla Metro INGANNI, zona servita da supermercati e negozi di ogni genere, proponiamo ampia CAMERA di 14 mq arredata e appena ristrutturata situata in ampio appartamento composto da 3 camere da letto, soggiorno doppio con terrazzo, cucina con balcone e bagno. L'appartamento è  in un contesto condominiale con ampio giardino, silenzioso e con servizio di portineria. L'immobile è completamento arredato, con tutti gli elettrodomestici (2 frigoriferi) ed in buone condizioni. Costo camera euro 580 mensili Spese condominiali e riscaldamento euro 70 mensili Costo pulizie  eur"
